Product_Name,Material,Category,Region,Size(cm),Weight(g),Description_Keywords,Price(INR),Image_URL
Handloom Kurta,Clay,Decor,Chhattisgarh,79x10x59,4131,"minimal design, embroidery, natural dyes",13966,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Macrame Wall Hanging,Leather,Footwear,Rajasthan,51x74x50,3065,"cultural, sustainable, heritage craft",5558,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Wooden Keychain,Cotton,Jewellery,Uttar Pradesh,14x18x41,768,"heritage craft, sustainable, cultural",11612,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Brass Idol,Marble,Spiritual Item,West Bengal,82x52x34,2913,"tribal, durable, handcrafted",7641,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Woolen Muffler,Palm Leaf,Decor,Goa,52x18x29,1847,"lacquered, artisan made, vibrant",14775,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Tribal Art Mask,Quartz,Festive Item,Haryana,86x12x14,854,"heritage craft, premium, durable",14938,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Jute Handbag,Paper Mache,Clothing,Bihar,28x88x14,3823,"woven, eco-friendly, hand-painted",9360,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Bandhani Dupatta,Leather,Wall Art,West Bengal,33x69x39,3506,"embroidery, vibrant, cultural",5719,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bandhani+Dupatta
Jute Handbag,Paper Mache,Home Decor,Karnataka,29x65x19,1239,"premium, embroidery, eco-friendly",14290,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Clay Water Bottle,Silk,Stationery,Punjab,69x90x47,579,"vibrant, tribal, heritage craft",413,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Dhokra Figurine,Silk,Festive Item,Rajasthan,73x95x59,3603,"vibrant, hand-painted, cultural",6898,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Handcrafted Wind Chime,Quartz,Furniture Miniature,Chhattisgarh,57x93x35,4059,"lacquered, artisan made, sustainable",2285,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Rattan Lamp,Silk,Kitchenware,Kerala,65x37x29,4368,"heritage craft, artisan made, cultural",935,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Kolhapuri Chappal,Organic Cotton,Bags,West Bengal,26x80x10,1573,"hand-painted, natural dyes, premium",13814,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Marble Coaster Set,Cane,Stationery,West Bengal,55x48x39,872,"cultural, traditional, unique design",2601,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Marble+Coaster+Set
Copper Mug,Marble,Home Decor,West Bengal,53x61x40,692,"vibrant, minimal design, traditional",7509,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Stone Carved Ganesha,Canvas,Furniture Miniature,Bihar,45x18x9,2997,"heritage craft, woven, unique design",5835,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Kalamkari Saree,Leather,Furniture Miniature,Odisha,33x50x48,1632,"premium, hand-painted, boho style",8968,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Cane Chair Miniature,Wood,Kids Toy,Kerala,54x21x23,3647,"boho style, embroidery, cultural",10443,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Jute Handbag,Leather,Clothing,West Bengal,34x42x55,1369,"boho style, sustainable, durable",2265,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Bamboo Pen Stand,Marble,Furniture Miniature,Haryana,77x34x43,4592,"natural dyes, embroidery, traditional",11878,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Pen+Stand
Jute Table Mat,Cotton,Kids Toy,Maharashtra,21x43x19,3508,"classic finish, traditional, sustainable",6227,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Handwoven Carpet,Stone,Bags,Rajasthan,61x93x44,2605,"eco-friendly, vibrant, woven",4263,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Copper Mug,Palm Leaf,Spiritual Item,Odisha,71x63x54,1923,"tribal, artisan made, heritage craft",5445,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Bamboo Basket,Wool,Clothing,Uttar Pradesh,42x100x18,428,"handcrafted, premium, artisan made",8172,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Cane Chair Miniature,Quartz,Kitchenware,Kerala,58x37x21,4554,"natural dyes, handcrafted, tribal",13039,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Stone Carved Ganesha,Brass,Furniture Miniature,Odisha,39x92x60,1957,"artisan made, hand-painted, vibrant",4224,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Handwoven Basket,Quartz,Decor,Kashmir,71x72x13,4206,"premium, woven, heritage craft",12593,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Jute Handbag,Brass,Stationery,Kashmir,92x50x50,403,"eco-friendly, vibrant, tribal",3075,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Woolen Shawl,Handmade Paper,Festive Item,Delhi,80x75x60,4455,"handcrafted, heritage craft, tribal",3280,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Handloom Kurta,Marble,Clothing,Goa,14x68x12,711,"minimal design, hand-painted, tribal",9929,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Kurta
Dhokra Figurine,Quartz,Jewellery,Karnataka,23x54x55,4348,"tribal, sustainable, unique design",12648,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Pashmina Shawl,Palm Leaf,Jewellery,Assam,30x31x60,2507,"hand-painted, sustainable, woven",12375,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Clay Diya Set,Brass,Spiritual Item,Karnataka,61x71x46,1272,"unique design, woven, durable",12850,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Brass Puja Thali,Bamboo,Festive Item,Rajasthan,29x69x7,2323,"heritage craft, hand-painted, natural dyes",10903,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Tribal Art Mask,Paper Mache,Stationery,Kerala,30x44x28,2095,"sustainable, traditional, classic finish",837,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Marble Coaster Set,Paper Mache,Wall Art,Punjab,28x74x55,2737,"heritage craft, durable, natural dyes",13384,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Marble+Coaster+Set
Banarasi Silk Saree,Cotton,Festive Item,Rajasthan,23x56x36,1453,"lacquered, sustainable, eco-friendly",7248,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Clay Water Bottle,Bamboo,Bags,West Bengal,72x64x31,2496,"handcrafted, unique design, vibrant",13905,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Water+Bottle
Sheesham Wood Bowl,Palm Leaf,Festive Item,Assam,56x75x43,3283,"durable, cultural, traditional",1688,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Sheesham+Wood+Bowl
Bamboo Basket,Handmade Paper,Stationery,Delhi,17x17x31,2926,"artisan made, hand-painted, cultural",12864,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Brass Puja Thali,Stone,Footwear,Maharashtra,97x91x10,415,"artisan made, minimal design, lacquered",3420,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Paper Mache Box,Pashmina Wool,Stationery,Assam,62x67x22,4641,"artisan made, cultural, natural dyes",5400,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Block Print Bedsheet,Copper,Footwear,Rajasthan,18x90x57,4835,"handcrafted, natural dyes, traditional",12512,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Copper Mug,Wood,Bags,Tamil Nadu,90x80x33,125,"hand-painted, lacquered, vibrant",5696,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Wooden Keychain,Cane,Furniture Miniature,Odisha,58x92x60,1199,"sustainable, tribal, vibrant",7116,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Jute Handbag,Paper Mache,Jewellery,Odisha,23x29x18,3437,"woven, lacquered, premium",12515,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Handbag
Madhubani Painting,Palm Leaf,Wall Art,Bihar,54x34x18,1560,"sustainable, vibrant, classic finish",6265,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Terracotta Planter,Clay,Kitchenware,Odisha,55x32x25,1703,"traditional, woven, eco-friendly",14495,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Kolhapuri Chappal,Pashmina Wool,Footwear,Madhya Pradesh,42x91x19,1689,"unique design, boho style, hand-painted",719,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Terracotta Jewellery,Leather,Kitchenware,Odisha,58x19x12,1809,"handcrafted, minimal design, vibrant",9803,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Kantha Stitch Saree,Bamboo,Decor,Karnataka,94x28x56,4331,"premium, sustainable, natural dyes",11670,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Clay Diya Set,Silk,Furniture Miniature,Gujarat,27x79x43,375,"hand-painted, unique design, minimal design",3480,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Rattan Lamp,Organic Cotton,Wall Art,Goa,48x91x42,4601,"heritage craft, durable, boho style",4440,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Palm Leaf Box,Palm Leaf,Footwear,Karnataka,29x17x53,2325,"eco-friendly, unique design, artisan made",10084,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Kalamkari Saree,Clay,Clothing,Gujarat,37x88x29,4134,"traditional, classic finish, cultural",14456,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Woolen Shawl,Paper Mache,Bags,Rajasthan,48x37x18,2120,"natural dyes, unique design, embroidery",7257,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Terracotta Jewellery,Cotton Rope,Spiritual Item,Karnataka,45x22x58,3873,"premium, woven, minimal design",7008,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Jewellery
Blue Pottery Plate,Wool,Kitchenware,Madhya Pradesh,65x40x30,3778,"heritage craft, unique design, woven",2663,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Lippan Art Frame,Quartz,Stationery,Odisha,90x34x13,2860,"sustainable, premium, woven",10201,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Warli Art Canvas,Clay,Festive Item,Maharashtra,51x36x42,1934,"eco-friendly, embroidery, lacquered",6257,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Copper Mug,Cotton Rope,Wall Art,Goa,28x16x15,1652,"classic finish, embroidery, heritage craft",13016,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Terracotta Pot,Canvas,Decor,Gujarat,21x86x23,304,"classic finish, vibrant, eco-friendly",9195,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Woolen Muffler,Canvas,Kids Toy,Kashmir,77x13x30,3422,"artisan made, premium, lacquered",8961,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Muffler
Rattan Lamp,Silk,Kids Toy,Maharashtra,98x62x49,3133,"vibrant, woven, durable",6692,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Paper Mache Box,Marble,Kitchenware,Kerala,85x89x38,2798,"tribal, natural dyes, minimal design",10641,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Terracotta Pot,Jute,Spiritual Item,Chhattisgarh,44x93x57,1134,"eco-friendly, boho style, woven",3847,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Cane Chair Miniature,Canvas,Jewellery,Maharashtra,80x73x46,410,"unique design, lacquered, cultural",325,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Copper Mug,Bamboo,Festive Item,Punjab,26x71x8,916,"artisan made, unique design, embroidery",13198,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Mug
Blue Pottery Plate,Jute,Furniture Miniature,Haryana,86x66x13,1348,"natural dyes, classic finish, cultural",6971,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Stone Carved Ganesha,Pashmina Wool,Festive Item,Gujarat,96x94x8,337,"lacquered, classic finish, heritage craft",6393,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Handloom Scarf,Cotton,Footwear,Karnataka,56x50x53,4211,"natural dyes, traditional, sustainable",1677,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Scarf
Blue Pottery Plate,Canvas,Furniture Miniature,Maharashtra,60x32x30,3373,"eco-friendly, natural dyes, woven",5424,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Terracotta Planter,Leather,Kitchenware,Madhya Pradesh,43x90x20,4067,"eco-friendly, heritage craft, natural dyes",9417,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Marble Coaster Set,Pashmina Wool,Bags,Gujarat,33x45x59,4570,"artisan made, tribal, unique design",852,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Marble+Coaster+Set
Jute Table Mat,Clay,Home Decor,Odisha,13x50x54,4776,"lacquered, heritage craft, vibrant",4076,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Jute+Table+Mat
Handcrafted Wind Chime,Wood,Furniture Miniature,Tamil Nadu,82x79x5,3303,"eco-friendly, unique design, durable",13232,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Rattan Lamp,Cane,Accessories,Tamil Nadu,61x42x55,581,"artisan made, hand-painted, cultural",8202,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Macrame Wall Hanging,Pashmina Wool,Jewellery,Punjab,61x14x24,303,"traditional, premium, lacquered",13370,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Lippan Art Frame,Cotton,Furniture Miniature,Madhya Pradesh,17x61x9,2396,"lacquered, sustainable, woven",7604,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Palm Leaf Box,Marble,Stationery,Kashmir,81x58x12,387,"natural dyes, embroidery, eco-friendly",4126,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Palm+Leaf+Box
Hand-painted Kettle,Quartz,Jewellery,Bihar,64x63x28,3701,"unique design, sustainable, artisan made",4824,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Kantha Stitch Saree,Marble,Kids Toy,Haryana,33x68x37,475,"boho style, premium, sustainable",8149,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Blue Pottery Plate,Wool,Jewellery,Delhi,88x98x24,4311,"lacquered, premium, sustainable",12615,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Tribal Art Mask,Wood,Festive Item,Karnataka,44x76x55,3329,"heritage craft, lacquered, handcrafted",4378,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Handcrafted Wind Chime,Wood,Kids Toy,Rajasthan,26x18x41,1499,"heritage craft, cultural, classic finish",6513,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Wooden Keychain,Jute,Bags,Rajasthan,83x98x6,2094,"sustainable, durable, woven",7823,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wooden+Keychain
Banarasi Silk Saree,Clay,Accessories,Madhya Pradesh,53x38x38,1904,"embroidery, cultural, handcrafted",2703,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Madhubani Painting,Paper Mache,Kitchenware,Uttar Pradesh,46x36x33,4000,"handcrafted, hand-painted, minimal design",4251,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Banarasi Silk Saree,Jute,Jewellery,Punjab,11x54x9,384,"heritage craft, premium, hand-painted",3969,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Banarasi+Silk+Saree
Handmade Diary,Cotton Rope,Spiritual Item,Delhi,97x68x57,843,"handcrafted, vibrant, cultural",6076,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handmade+Diary
Wood Carved Elephant,Brass,Wall Art,Delhi,73x68x52,2457,"eco-friendly, embroidery, cultural",1605,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Macrame Wall Hanging,Wood,Jewellery,Maharashtra,28x28x31,3647,"tribal, vibrant, lacquered",473,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Rattan Lamp,Cotton,Accessories,Bihar,78x84x20,2498,"heritage craft, boho style, natural dyes",13994,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Kalamkari Saree,Silk,Stationery,Delhi,62x80x45,3199,"cultural, lacquered, embroidery",8010,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Tribal Art Mask,Wool,Jewellery,Uttar Pradesh,88x54x36,3792,"boho style, woven, hand-painted",5423,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Tribal+Art+Mask
Handwoven Basket,Quartz,Stationery,West Bengal,27x34x14,479,"sustainable, cultural, tribal",14639,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Rattan Lamp,Handmade Paper,Kitchenware,Bihar,41x32x36,4285,"vibrant, traditional, minimal design",14415,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Macrame Wall Hanging,Leather,Festive Item,Bihar,24x52x35,634,"eco-friendly, cultural, boho style",1416,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Bamboo Basket,Cotton Rope,Festive Item,Karnataka,51x88x45,4667,"woven, embroidery, lacquered",7980,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Handcrafted Wind Chime,Stone,Kids Toy,Madhya Pradesh,57x30x7,914,"durable, hand-painted, woven",13648,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Handwoven Basket,Leather,Accessories,Punjab,75x40x22,1708,"embroidery, vibrant, artisan made",2107,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Handwoven Carpet,Marble,Jewellery,West Bengal,55x96x37,2411,"boho style, heritage craft, cultural",8339,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Carpet
Madhubani Painting,Cotton Rope,Stationery,Kashmir,25x80x50,4485,"woven, minimal design, artisan made",112,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Madhubani+Painting
Brass Puja Thali,Canvas,Stationery,Maharashtra,43x87x9,3370,"eco-friendly, unique design, heritage craft",8424,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Block Print Bedsheet,Pashmina Wool,Festive Item,Madhya Pradesh,34x53x55,3191,"handcrafted, woven, heritage craft",6176,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Brass Puja Thali,Quartz,Accessories,Odisha,89x90x17,403,"boho style, heritage craft, eco-friendly",13273,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Bamboo Pen Stand,Cotton,Home Decor,Maharashtra,41x52x29,2321,"hand-painted, minimal design, natural dyes",9042,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Pen+Stand
Phulkari Dupatta,Canvas,Kitchenware,Goa,16x31x45,3701,"lacquered, handcrafted, artisan made",12026,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Phulkari+Dupatta
Copper Bottle,Palm Leaf,Spiritual Item,Maharashtra,89x69x54,4522,"artisan made, sustainable, natural dyes",905,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Copper+Bottle
Macrame Wall Hanging,Cotton,Clothing,Odisha,53x51x16,183,"premium, cultural, minimal design",11037,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Macrame+Wall+Hanging
Clay Diya Set,Wool,Bags,Chhattisgarh,30x19x35,907,"durable, natural dyes, woven",8691,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Block Print Bedsheet,Silk,Jewellery,Goa,84x64x18,1796,"handcrafted, traditional, woven",5674,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Block+Print+Bedsheet
Brass Idol,Stone,Bags,Haryana,39x69x41,1832,"natural dyes, classic finish, handcrafted",5417,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Handwoven Basket,Organic Cotton,Spiritual Item,Madhya Pradesh,71x56x29,1195,"embroidery, eco-friendly, vibrant",257,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Cane Chair Miniature,Leather,Accessories,Rajasthan,86x61x32,4571,"durable, natural dyes, traditional",1235,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Dhokra Figurine,Leather,Kitchenware,Maharashtra,57x49x55,637,"embroidery, premium, boho style",6069,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Stone Carved Ganesha,Clay,Kids Toy,Kashmir,40x60x5,2672,"sustainable, artisan made, minimal design",3195,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Hand-painted Kettle,Stone,Wall Art,Odisha,24x52x9,4707,"classic finish, traditional, hand-painted",11448,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Brass Idol,Brass,Jewellery,Odisha,68x55x11,1076,"traditional, premium, embroidery",7483,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Zari Work Blouse,Organic Cotton,Clothing,Assam,29x96x33,2047,"woven, hand-painted, classic finish",2247,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Zari+Work+Blouse
Cane Chair Miniature,Wool,Spiritual Item,Tamil Nadu,89x60x43,2539,"woven, cultural, tribal",8987,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Cane+Chair+Miniature
Kantha Stitch Saree,Leather,Stationery,Kerala,78x73x15,4717,"tribal, woven, classic finish",377,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kantha+Stitch+Saree
Handloom Scarf,Cotton Rope,Clothing,Chhattisgarh,54x96x46,4359,"unique design, hand-painted, heritage craft",6878,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handloom+Scarf
Hand-painted Kettle,Copper,Stationery,Chhattisgarh,48x84x53,2587,"vibrant, premium, heritage craft",14933,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Hand-painted+Kettle
Lippan Art Frame,Handmade Paper,Accessories,Chhattisgarh,76x62x40,1488,"eco-friendly, artisan made, tribal",9905,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Kalamkari Saree,Wool,Bags,Uttar Pradesh,30x34x9,678,"handcrafted, vibrant, lacquered",9178,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kalamkari+Saree
Warli Art Canvas,Organic Cotton,Wall Art,Maharashtra,69x94x18,3811,"hand-painted, handcrafted, eco-friendly",7871,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Warli+Art+Canvas
Woolen Shawl,Handmade Paper,Clothing,Goa,34x69x51,1603,"heritage craft, durable, hand-painted",9476,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Woolen+Shawl
Brass Puja Thali,Wood,Accessories,Assam,69x42x27,2131,"embroidery, vibrant, boho style",1603,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Puja+Thali
Lippan Art Frame,Pashmina Wool,Accessories,Maharashtra,14x69x15,1934,"premium, eco-friendly, unique design",1512,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Lippan+Art+Frame
Rattan Lamp,Palm Leaf,Wall Art,Punjab,97x57x36,2828,"minimal design, embroidery, unique design",14696,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Rattan+Lamp
Pashmina Shawl,Palm Leaf,Stationery,Kashmir,54x63x10,3151,"unique design, natural dyes, woven",12777,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Pashmina+Shawl
Handwoven Basket,Palm Leaf,Wall Art,West Bengal,95x93x11,4968,"boho style, handcrafted, durable",11495,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handwoven+Basket
Paper Mache Box,Silk,Footwear,Madhya Pradesh,13x26x34,4744,"traditional, boho style, lacquered",10272,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Paper+Mache+Box
Blue Pottery Plate,Quartz,Home Decor,Bihar,45x89x60,1749,"premium, cultural, tribal",6552,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Blue+Pottery+Plate
Brass Idol,Wood,Bags,Karnataka,52x46x5,4926,"classic finish, hand-painted, unique design",3313,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Brass+Idol
Dhokra Figurine,Jute,Accessories,Goa,88x11x20,2006,"eco-friendly, heritage craft, artisan made",8165,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Wood Carved Elephant,Brass,Clothing,Uttar Pradesh,62x40x20,2060,"woven, durable, artisan made",14449,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Wood+Carved+Elephant
Handcrafted Wind Chime,Cane,Footwear,Kashmir,96x40x12,898,"tribal, handcrafted, cultural",2888,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
Terracotta Pot,Stone,Furniture Miniature,Maharashtra,49x51x53,640,"tribal, lacquered, embroidery",11284,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Pot
Bamboo Basket,Wood,Decor,Haryana,16x94x25,1203,"eco-friendly, natural dyes, embroidery",13590,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Bamboo+Basket
Stone Carved Ganesha,Bamboo,Clothing,Kashmir,46x21x41,3196,"classic finish, vibrant, artisan made",7281,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Stone+Carved+Ganesha
Clay Diya Set,Stone,Accessories,Odisha,96x66x13,3240,"tribal, boho style, minimal design",12351,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Clay+Diya+Set
Dhokra Figurine,Brass,Furniture Miniature,Punjab,57x97x25,1509,"boho style, woven, heritage craft",7395,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Dhokra+Figurine
Kolhapuri Chappal,Quartz,Footwear,West Bengal,95x28x6,2692,"natural dyes, sustainable, durable",14643,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Kolhapuri+Chappal
Terracotta Planter,Quartz,Kids Toy,Kashmir,37x42x50,2271,"sustainable, lacquered, tribal",6682,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Terracotta+Planter
Handcrafted Wind Chime,Marble,Festive Item,Odisha,11x49x28,1452,"cultural, handcrafted, unique design",657,https://dummyimage.com/600x600/cccccc/000000.jpg&text=Handcrafted+Wind+Chime
